date,Tn,Tx,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,station_id,DayMonth
2020-04-07,25.6,32.6,28.6,77.0,30.6,1.0,6.0,280.0,1.0,C ,96745,07-04
2020-04-08,26.0,32.0,28.8,78.0,,5.2,9.0,320.0,3.0,C ,96745,08-04
2020-04-09,27.0,31.0,28.9,81.0,0.3,6.7,4.0,290.0,1.0,C ,96745,09-04
2020-04-10,26.4,32.2,28.3,83.0,,1.2,4.0,320.0,1.0,C ,96745,10-04
2020-04-11,26.0,34.2,29.4,78.0,13.8,3.6,7.0,310.0,2.0,C ,96745,11-04
2020-04-12,26.4,32.6,29.6,77.0,,3.2,8.0,350.0,2.0,C ,96745,12-04
2020-04-13,25.8,32.0,27.7,90.0,14.5,6.0,4.0,320.0,1.0,C ,96745,13-04
2020-04-14,25.6,32.0,28.0,85.0,72.0,4.0,8.0,300.0,2.0,C ,96745,14-04
2020-04-15,25.8,31.4,28.1,86.0,5.4,5.4,6.0,320.0,2.0,C ,96745,15-04
2020-04-16,26.0,32.4,29.0,80.0,,1.1,5.0,330.0,1.0,C ,96745,16-04
2020-04-17,26.6,33.0,29.7,76.0,,6.5,4.0,20.0,1.0,C ,96745,17-04
2020-04-18,26.2,32.6,28.7,77.0,0.0,7.0,5.0,330.0,1.0,C ,96745,18-04
2020-04-19,26.4,34.0,29.6,76.0,,6.0,6.0,120.0,2.0,C ,96745,19-04
2020-04-20,27.0,33.6,30.0,78.0,0.0,6.0,7.0,310.0,2.0,C ,96745,20-04
2020-04-21,28.0,32.6,30.0,76.0,,6.9,4.0,220.0,1.0,C ,96745,21-04
2020-04-22,26.0,34.8,30.4,70.0,,1.0,3.0,350.0,1.0,C ,96745,22-04
2020-04-23,27.4,34.8,30.8,73.0,,6.5,7.0,80.0,2.0,C ,96745,23-04
2020-04-24,27.0,33.0,29.3,77.0,,6.8,6.0,20.0,1.0,C ,96745,24-04
2020-04-25,26.4,32.6,29.1,74.0,,4.6,3.0,120.0,1.0,C ,96745,25-04
2020-04-26,26.4,33.4,29.4,77.0,,1.5,5.0,190.0,2.0,C ,96745,26-04
2020-04-27,25.0,32.0,27.7,84.0,13.5,5.0,3.0,240.0,1.0,C ,96745,27-04
2020-04-28,25.8,31.2,27.8,82.0,1.2,2.2,8.0,330.0,1.0,C ,96745,28-04
2020-04-29,25.6,32.2,28.3,78.0,4.4,0.3,4.0,120.0,1.0,C ,96745,29-04
2020-04-30,,31.8,28.6,82.0,,5.5,3.0,330.0,1.0,C ,96745,30-04
2020-05-01,26.4,31.6,28.8,80.0,,0.5,4.0,250.0,2.0,E ,96745,01-05
2020-05-02,25.6,30.0,27.1,85.0,,0.0,3.0,330.0,1.0,C ,96745,02-05
2020-05-03,25.4,33.4,29.3,76.0,1.0,0.0,3.0,150.0,1.0,C ,96745,03-05
2020-05-04,,30.6,28.7,79.0,,4.0,4.0,60.0,1.0,C ,96745,04-05
2020-05-05,26.6,33.8,29.6,76.0,1.6,0.4,5.0,120.0,2.0,C ,96745,05-05
2020-05-06,27.0,33.4,29.6,79.0,,6.4,3.0,80.0,1.0,C ,96745,06-05
2020-05-07,27.2,34.2,30.2,72.0,0.2,5.6,5.0,310.0,1.0,C ,96745,07-05
2020-05-08,27.2,33.8,30.2,73.0,,6.0,3.0,50.0,1.0,C ,96745,08-05
2020-05-09,27.0,,28.4,82.0,,5.0,5.0,330.0,1.0,C ,96745,09-05
2020-05-10,26.0,32.6,28.8,81.0,1.0,0.0,5.0,310.0,2.0,C ,96745,10-05
2020-05-11,27.0,32.6,29.3,78.0,0.0,4.7,4.0,160.0,1.0,C ,96745,11-05
2020-05-12,27.2,34.4,30.3,75.0,,3.0,3.0,350.0,1.0,C ,96745,12-05
2020-05-13,27.4,33.6,29.9,79.0,3.8,6.0,5.0,270.0,1.0,C ,96745,13-05
2020-05-14,26.6,34.2,29.4,76.0,,3.5,4.0,60.0,2.0,C ,96745,14-05
2020-05-15,27.4,33.0,30.0,70.0,,6.0,3.0,90.0,1.0,C ,96745,15-05
2020-05-16,26.0,34.6,30.2,70.0,,5.0,3.0,70.0,1.0,C ,96745,16-05
2020-05-17,27.2,33.6,29.9,75.0,0.0,6.2,5.0,340.0,2.0,C ,96745,17-05
2020-05-18,27.0,31.4,28.2,84.0,,5.8,5.0,100.0,1.0,C ,96745,18-05
2020-05-19,25.2,33.0,28.7,76.0,12.8,0.2,3.0,120.0,1.0,C ,96745,19-05
2020-05-20,,34.0,29.7,75.0,,3.0,5.0,280.0,2.0,C ,96745,20-05
2020-05-21,24.8,33.4,28.9,80.0,29.0,6.0,4.0,270.0,1.0,C ,96745,21-05
2020-05-22,26.0,33.0,29.7,81.0,0.0,1.0,5.0,100.0,2.0,C ,96745,22-05
2020-05-23,26.6,33.8,29.6,73.0,0.0,5.9,5.0,130.0,1.0,C ,96745,23-05
2020-05-24,26.0,35.6,31.2,65.0,,6.0,4.0,220.0,1.0,C ,96745,24-05
2020-05-25,27.6,35.0,30.4,72.0,,6.5,4.0,270.0,1.0,C ,96745,25-05
2020-05-26,26.2,34.0,29.9,73.0,1.0,5.0,8.0,260.0,2.0,C ,96745,26-05
2020-05-27,27.0,33.0,29.5,74.0,0.0,5.0,5.0,60.0,1.0,C ,96745,27-05
2020-05-28,26.2,33.2,29.8,76.0,,3.6,4.0,360.0,1.0,C ,96745,28-05
2020-05-29,27.4,34.0,29.6,78.0,,2.2,4.0,120.0,1.0,C ,96745,29-05
2020-05-30,,34.2,29.6,76.0,,3.4,5.0,140.0,1.0,C ,96745,30-05
2020-05-31,27.0,33.0,29.4,73.0,0.0,6.6,3.0,200.0,1.0,C ,96745,31-05
2020-06-01,26.2,33.4,30.3,73.0,0.6,4.0,4.0,60.0,2.0,C ,96745,01-06
2020-06-02,26.6,34.0,29.6,74.0,,5.8,5.0,100.0,2.0,E ,96745,02-06
2020-06-03,26.0,33.2,28.7,80.0,4.5,5.9,7.0,50.0,2.0,C ,96745,03-06
2020-06-04,26.8,33.0,29.5,72.0,0.0,4.7,3.0,200.0,1.0,C ,96745,04-06
2020-06-05,26.2,32.6,29.7,74.0,,6.5,4.0,310.0,1.0,C ,96745,05-06
2020-06-06,26.4,32.2,28.9,76.0,0.2,0.1,4.0,90.0,1.0,C ,96745,06-06
2020-06-07,26.0,33.6,29.9,71.0,,3.2,3.0,120.0,1.0,C ,96745,07-06
2020-06-08,26.4,33.2,29.5,75.0,0.0,6.0,5.0,340.0,1.0,C ,96745,08-06
2020-06-09,27.2,31.4,28.7,80.0,0.0,4.0,3.0,70.0,1.0,C ,96745,09-06
2020-06-10,26.6,34.0,29.4,78.0,,1.2,4.0,120.0,2.0,C ,96745,10-06
2020-06-11,27.2,33.6,29.8,75.0,0.0,6.6,5.0,140.0,2.0,C ,96745,11-06
2020-06-12,24.6,33.6,,,3.5,5.0,3.0,200.0,2.0,C ,96745,12-06
2020-06-13,25.6,33.0,29.4,74.0,,6.0,5.0,350.0,2.0,C ,96745,13-06
2020-06-14,26.6,34.8,30.3,72.0,,4.5,4.0,100.0,1.0,C ,96745,14-06
2020-06-15,27.0,33.0,30.1,76.0,,6.0,4.0,60.0,1.0,C ,96745,15-06
2020-06-16,27.6,,30.0,73.0,0.0,0.0,3.0,150.0,1.0,C ,96745,16-06
2020-06-17,26.4,35.0,30.3,69.0,,5.0,3.0,130.0,1.0,C ,96745,17-06
2020-06-18,27.4,33.8,29.9,74.0,,6.5,4.0,360.0,1.0,C ,96745,18-06
2020-06-19,26.0,32.0,29.3,75.0,,4.0,5.0,320.0,1.0,C ,96745,19-06
2020-06-20,26.2,34.2,29.3,74.0,5.8,0.0,4.0,50.0,1.0,C ,96745,20-06
2020-06-21,26.4,32.6,28.9,77.0,0.0,6.3,4.0,280.0,1.0,C ,96745,21-06
2020-06-22,26.0,31.6,28.8,77.0,,3.2,4.0,120.0,1.0,C ,96745,22-06
2020-06-23,24.4,32.8,28.0,80.0,6.5,1.0,5.0,130.0,1.0,C ,96745,23-06
2020-06-24,25.2,33.0,28.7,73.0,0.0,4.0,3.0,200.0,1.0,C ,96745,24-06
2020-06-25,26.2,33.4,29.6,70.0,,5.5,4.0,120.0,1.0,C ,96745,25-06
2020-06-26,26.4,32.6,28.9,78.0,0.0,6.0,5.0,230.0,1.0,C ,96745,26-06
2020-06-27,26.0,33.6,29.3,75.0,,6.4,6.0,110.0,2.0,C ,96745,27-06
2020-06-28,27.0,33.2,29.5,71.0,0.0,5.8,6.0,20.0,2.0,C ,96745,28-06
2020-06-29,27.0,34.2,29.8,68.0,0.0,8.0,4.0,120.0,2.0,C ,96745,29-06
2020-06-30,26.6,33.6,29.7,72.0,,6.5,5.0,100.0,1.0,C ,96745,30-06
2020-07-01,26.6,34.2,29.8,70.0,0.0,6.5,3.0,150.0,1.0,C ,96745,01-07
2020-07-02,26.4,31.0,27.3,81.0,,6.0,4.0,290.0,1.0,C ,96745,02-07
2020-07-03,,32.0,28.5,74.0,,1.5,3.0,340.0,1.0,C ,96745,03-07
2020-07-04,,32.6,29.1,73.0,,1.0,5.0,310.0,1.0,C ,96745,04-07
2020-07-05,25.0,32.4,28.5,69.0,,0.4,4.0,130.0,1.0,C ,96745,05-07
2020-07-06,25.8,33.0,29.0,66.0,0.0,6.7,3.0,100.0,1.0,C ,96745,06-07
2020-07-07,24.2,33.2,28.3,75.0,,6.0,4.0,90.0,1.0,E ,96745,07-07
2020-07-08,25.4,32.2,29.0,73.0,,5.2,5.0,270.0,2.0,C ,96745,08-07
2020-07-09,25.0,32.0,27.8,77.0,,4.5,5.0,330.0,2.0,C ,96745,09-07
2020-07-10,25.2,,27.7,79.0,9.0,3.6,3.0,150.0,1.0,C ,96745,10-07
2020-07-11,25.4,32.6,28.3,80.0,1.9,1.2,4.0,330.0,1.0,C ,96745,11-07
2020-07-12,26.0,31.8,28.8,77.0,,6.0,7.0,200.0,1.0,C ,96745,12-07
2020-07-13,26.0,32.4,29.1,72.0,,3.5,4.0,120.0,2.0,C ,96745,13-07
2020-07-14,27.2,32.6,29.4,74.0,0.0,3.3,5.0,160.0,1.0,C ,96745,14-07
2020-07-15,25.4,30.0,27.3,82.0,,2.0,5.0,110.0,3.0,E ,96745,15-07
2020-07-16,25.6,31.0,28.4,79.0,0.2,3.2,5.0,80.0,2.0,C ,96745,16-07
2020-07-17,25.0,33.0,28.6,77.0,1.0,0.0,6.0,320.0,2.0,C ,96745,17-07
2020-07-18,26.0,32.6,28.8,74.0,0.0,6.4,4.0,120.0,1.0,C ,96745,18-07
2020-07-19,26.0,32.6,29.0,73.0,,6.0,4.0,360.0,1.0,C ,96745,19-07
2020-07-20,26.4,32.6,29.2,74.0,0.0,5.4,5.0,80.0,1.0,C ,96745,20-07
2020-07-21,27.0,32.2,28.9,74.0,0.0,6.0,6.0,320.0,2.0,C ,96745,21-07
2020-07-22,27.0,33.0,29.4,72.0,0.0,6.0,7.0,60.0,2.0,C ,96745,22-07
2020-07-23,27.2,33.0,29.4,70.0,0.0,5.6,4.0,30.0,2.0,C ,96745,23-07
2020-07-24,26.2,33.4,29.2,71.0,,6.0,5.0,190.0,1.0,C ,96745,24-07
2020-07-25,25.0,32.4,28.7,72.0,,5.6,4.0,320.0,1.0,C ,96745,25-07
2020-07-26,25.8,32.8,28.4,64.0,0.0,5.0,5.0,170.0,2.0,C ,96745,26-07
2020-07-27,25.0,33.2,28.4,65.0,0.0,6.4,3.0,70.0,1.0,C ,96745,27-07
2020-07-28,25.2,33.2,28.4,68.0,,6.2,5.0,350.0,2.0,C ,96745,28-07
2020-07-29,24.6,33.0,28.3,67.0,,6.2,8.0,320.0,2.0,C ,96745,29-07
2020-07-30,26.0,31.4,28.2,70.0,0.0,6.3,4.0,130.0,1.0,C ,96745,30-07
2020-07-31,25.2,32.2,28.0,60.0,0.0,4.5,3.0,70.0,1.0,C ,96745,31-07
2020-08-01,24.6,32.2,27.7,69.0,,5.2,7.0,350.0,1.0,C ,96745,01-08
2020-08-02,24.0,31.8,28.2,69.0,,6.1,5.0,330.0,2.0,C ,96745,02-08
2020-08-03,26.0,34.0,29.5,69.0,0.0,6.2,5.0,140.0,2.0,C ,96745,03-08
2020-08-04,27.6,32.8,29.5,70.0,0.0,6.4,4.0,90.0,2.0,C ,96745,04-08
2020-08-05,,31.4,28.5,73.0,,0.4,5.0,320.0,1.0,C ,96745,05-08
2020-08-06,25.0,33.0,29.1,73.0,,2.6,3.0,90.0,1.0,C ,96745,06-08
2020-08-07,26.6,32.0,28.8,77.0,0.0,6.2,5.0,300.0,1.0,C ,96745,07-08
2020-08-08,,32.0,29.3,75.0,0.0,5.2,4.0,300.0,1.0,C ,96745,08-08
2020-08-09,25.8,32.2,28.6,80.0,32.0,4.0,7.0,80.0,2.0,C ,96745,09-08
2020-08-10,26.0,33.4,29.0,78.0,0.5,4.5,6.0,150.0,2.0,C ,96745,10-08
2020-08-11,27.0,33.0,29.2,74.0,0.0,6.6,6.0,90.0,1.0,C ,96745,11-08
2020-08-12,27.0,32.8,29.0,74.0,,3.6,4.0,110.0,2.0,C ,96745,12-08
2020-08-13,27.2,30.4,27.1,83.0,,1.5,5.0,360.0,1.0,C ,96745,13-08
2020-08-14,24.2,31.4,27.5,82.0,68.3,1.6,4.0,90.0,1.0,C ,96745,14-08
2020-08-15,25.4,32.4,28.5,79.0,,2.0,3.0,50.0,1.0,C ,96745,15-08
2020-08-16,26.2,33.4,29.1,75.0,0.0,6.8,4.0,100.0,1.0,C ,96745,16-08
2020-08-17,26.4,33.6,29.4,71.0,,6.5,5.0,290.0,1.0,C ,96745,17-08
2020-08-18,26.0,32.2,28.3,77.0,0.2,7.0,7.0,320.0,1.0,C ,96745,18-08
2020-08-19,25.8,33.8,29.0,75.0,0.0,3.6,3.0,120.0,1.0,C ,96745,19-08
2020-08-20,26.2,32.6,29.3,75.0,0.0,6.8,4.0,90.0,2.0,E ,96745,20-08
2020-08-21,26.0,33.0,29.0,68.0,,6.0,6.0,140.0,2.0,C ,96745,21-08
2020-08-22,25.4,34.0,29.0,64.0,0.0,7.4,4.0,70.0,1.0,C ,96745,22-08
2020-08-23,26.0,34.8,29.5,66.0,0.0,7.6,5.0,20.0,2.0,C ,96745,23-08
2020-08-24,27.0,33.8,29.5,68.0,0.0,7.2,4.0,100.0,2.0,E ,96745,24-08
2020-08-25,25.6,34.0,29.0,64.0,,6.0,5.0,130.0,1.0,C ,96745,25-08
2020-08-26,26.0,33.8,29.1,67.0,0.0,7.4,4.0,340.0,1.0,C ,96745,26-08
2020-08-27,25.8,34.0,29.0,64.0,,6.5,8.0,340.0,2.0,C ,96745,27-08
2020-08-28,26.2,34.4,29.3,64.0,0.0,7.3,4.0,100.0,1.0,C ,96745,28-08
2020-08-29,26.4,34.4,29.9,64.0,0.0,7.4,4.0,80.0,1.0,C ,96745,29-08
2020-08-30,26.4,33.8,29.2,68.0,,5.2,7.0,320.0,2.0,C ,96745,30-08
2020-08-31,26.8,33.0,29.3,68.0,0.0,7.3,4.0,300.0,1.0,C ,96745,31-08
2020-09-01,26.6,35.0,29.9,61.0,0.0,7.5,5.0,170.0,1.0,C ,96745,01-09
2020-09-02,25.0,32.2,29.1,70.0,,7.2,6.0,340.0,2.0,W ,96745,02-09
2020-09-03,26.2,32.6,28.9,71.0,1.4,4.7,4.0,330.0,1.0,C ,96745,03-09
2020-09-04,27.2,34.8,30.2,68.0,,4.5,8.0,120.0,2.0,C ,96745,04-09
2020-09-05,26.8,32.4,29.6,74.0,,8.3,4.0,320.0,1.0,C ,96745,05-09
2020-09-06,26.4,32.6,29.0,71.0,0.0,5.6,3.0,330.0,1.0,C ,96745,06-09
2020-09-07,26.8,34.0,29.7,66.0,,5.5,5.0,320.0,2.0,C ,96745,07-09
2020-09-08,27.4,33.6,30.0,64.0,0.0,8.7,3.0,30.0,1.0,C ,96745,08-09
2020-09-09,27.8,34.0,30.3,62.0,0.0,8.0,6.0,80.0,2.0,C ,96745,09-09
2020-09-10,26.0,33.0,29.5,71.0,,7.0,6.0,330.0,2.0,C ,96745,10-09
2020-09-11,27.0,32.4,29.3,70.0,,4.5,7.0,320.0,1.0,C ,96745,11-09
2020-09-12,27.0,33.0,29.2,72.0,0.0,2.2,3.0,290.0,1.0,C ,96745,12-09
2020-09-13,26.8,33.6,29.2,67.0,0.0,6.5,3.0,40.0,2.0,C ,96745,13-09
2020-09-14,27.0,32.0,28.9,71.0,,6.2,7.0,90.0,4.0,E ,96745,14-09
2020-09-28,25.6,34.4,29.4,70.0,2.5,4.5,4.0,80.0,2.0,C ,96745,28-09
2020-09-29,26.6,32.8,29.7,64.0,0.0,7.6,6.0,330.0,2.0,C ,96745,29-09
2020-09-30,26.6,34.8,30.3,64.0,,7.2,5.0,90.0,2.0,C ,96745,30-09
2020-10-01,26.0,34.6,30.3,70.0,,9.7,7.0,70.0,2.0,C ,96745,01-10
2020-10-02,27.6,33.2,29.4,72.0,0.0,9.0,5.0,300.0,2.0,C ,96745,02-10
2020-10-03,27.0,30.8,27.8,78.0,0.0,6.0,5.0,80.0,1.0,C ,96745,03-10
2020-10-04,25.0,32.4,28.4,74.0,12.5,1.9,8.0,310.0,3.0,NW,96745,04-10
2020-10-05,24.2,33.0,28.8,68.0,17.3,6.2,4.0,340.0,2.0,C ,96745,05-10
2020-10-06,25.8,33.0,28.8,67.0,,8.0,4.0,20.0,1.0,C ,96745,06-10
2020-10-07,25.8,33.6,29.7,68.0,0.0,8.0,5.0,180.0,1.0,C ,96745,07-10
2020-10-08,25.0,32.4,29.3,71.0,,9.8,4.0,340.0,2.0,C ,96745,08-10
2020-10-09,25.0,31.6,28.7,77.0,8.0,4.0,7.0,320.0,2.0,C ,96745,09-10
2020-10-10,26.6,32.2,28.8,75.0,0.0,4.7,4.0,300.0,1.0,C ,96745,10-10
2020-10-11,25.6,32.0,28.5,77.0,6.6,2.2,4.0,290.0,1.0,C ,96745,11-10
2020-10-12,25.6,33.2,29.7,68.0,,3.5,4.0,340.0,1.0,C ,96745,12-10
2020-10-13,26.6,32.6,29.5,70.0,,5.0,7.0,320.0,2.0,C ,96745,13-10
2020-10-14,27.4,33.2,29.8,70.0,0.0,4.6,5.0,300.0,2.0,C ,96745,14-10
2020-10-15,27.2,33.6,30.0,67.0,0.0,8.0,5.0,80.0,1.0,C ,96745,15-10
2020-10-16,27.0,33.6,28.4,75.0,,7.8,5.0,340.0,1.0,C ,96745,16-10
2020-10-17,24.4,32.0,28.7,75.0,48.5,4.0,7.0,330.0,2.0,C ,96745,17-10
2020-10-18,26.6,32.2,28.8,75.0,0.0,6.0,6.0,310.0,1.0,C ,96745,18-10
2020-10-19,26.8,32.6,28.6,79.0,0.0,5.5,7.0,330.0,2.0,C ,96745,19-10
2020-10-20,25.0,32.8,28.6,78.0,10.5,4.4,5.0,360.0,2.0,C ,96745,20-10
2020-10-21,25.4,32.0,27.3,82.0,24.6,7.5,8.0,320.0,2.0,C ,96745,21-10
2020-10-22,24.0,33.0,28.8,76.0,57.6,4.0,4.0,200.0,2.0,W ,96745,22-10
2020-10-23,26.4,33.6,29.8,68.0,0.0,5.0,4.0,260.0,1.0,C ,96745,23-10
2020-10-24,26.4,32.6,29.2,72.0,,3.5,5.0,100.0,2.0,C ,96745,24-10
2020-10-25,25.6,32.0,28.2,78.0,,8.8,6.0,330.0,1.0,C ,96745,25-10
2020-10-26,26.0,32.2,27.4,82.0,0.8,5.0,4.0,340.0,1.0,C ,96745,26-10
2020-10-27,25.2,31.0,27.0,82.0,5.4,3.0,7.0,320.0,2.0,C ,96745,27-10
2020-10-28,24.6,32.2,28.3,80.0,15.0,0.0,7.0,320.0,2.0,C ,96745,28-10
2020-10-29,25.6,33.4,29.4,74.0,1.5,6.8,4.0,20.0,1.0,C ,96745,29-10
2020-10-30,27.0,32.4,29.1,76.0,,6.0,4.0,120.0,1.0,C ,96745,30-10
2020-10-31,26.1,32.6,28.1,77.0,0.0,3.4,7.0,330.0,2.0,C ,96745,31-10
2020-11-01,25.0,32.8,27.7,81.0,5.5,5.8,5.0,320.0,2.0,C ,96745,01-11
2020-11-02,25.8,32.4,28.6,75.0,7.0,3.5,5.0,240.0,2.0,C ,96745,02-11
2020-11-03,26.2,32.2,28.8,74.0,0.0,2.2,5.0,300.0,1.0,C ,96745,03-11
2020-11-04,26.4,32.6,28.6,74.0,,7.5,5.0,330.0,2.0,C ,96745,04-11
2020-11-05,25.0,29.8,27.3,83.0,3.0,3.0,4.0,240.0,1.0,C ,96745,05-11
2020-11-06,25.6,31.4,27.7,86.0,5.0,0.0,3.0,280.0,1.0,C ,96745,06-11
2020-11-07,25.4,33.4,28.9,80.0,10.0,2.6,4.0,100.0,1.0,C ,96745,07-11
2020-11-08,25.8,31.6,27.8,80.0,,6.5,5.0,320.0,2.0,C ,96745,08-11
2020-11-09,25.0,33.8,29.1,71.0,1.0,5.2,5.0,50.0,1.0,C ,96745,09-11
2020-11-10,26.4,32.2,29.5,77.0,0.0,8.7,9.0,340.0,2.0,C ,96745,10-11
2020-11-11,26.8,33.0,29.9,72.0,0.0,5.2,4.0,340.0,1.0,C ,96745,11-11
2020-11-12,27.0,34.4,29.8,74.0,3.6,7.5,5.0,20.0,2.0,C ,96745,12-11
2020-11-13,25.6,33.4,30.4,76.0,,5.0,4.0,70.0,1.0,C ,96745,13-11
2020-11-14,27.4,33.4,30.5,71.0,,7.5,8.0,320.0,2.0,C ,96745,14-11
2020-11-15,27.6,34.6,30.7,68.0,0.0,8.5,5.0,130.0,1.0,C ,96745,15-11
2020-11-16,27.6,35.0,29.7,74.0,0.0,7.6,6.0,190.0,2.0,C ,96745,16-11
2020-11-17,26.0,32.2,29.3,78.0,,7.3,6.0,330.0,2.0,C ,96745,17-11
2020-11-18,26.6,32.8,29.3,76.0,,4.5,5.0,340.0,1.0,C ,96745,18-11
2020-11-19,26.8,33.2,30.2,72.0,,3.0,4.0,300.0,1.0,C ,96745,19-11
2020-11-20,28.0,32.6,29.7,77.0,0.0,7.0,4.0,130.0,1.0,C ,96745,20-11
2020-11-21,26.6,32.4,29.2,76.0,,3.8,5.0,320.0,1.0,C ,96745,21-11
2020-11-22,26.8,31.8,28.5,77.0,0.0,5.6,4.0,280.0,1.0,C ,96745,22-11
2020-11-23,,30.6,28.0,81.0,0.0,2.7,5.0,290.0,1.0,C ,96745,23-11
2020-11-24,25.6,34.4,28.1,77.0,1.0,0.0,4.0,200.0,1.0,C ,96745,24-11
2020-11-25,25.4,33.8,28.3,78.0,15.0,3.0,6.0,320.0,1.0,C ,96745,25-11
2020-11-26,25.6,32.6,28.7,77.0,26.0,6.2,3.0,290.0,1.0,C ,96745,26-11
2020-11-27,26.2,35.2,29.4,70.0,0.0,5.5,6.0,280.0,2.0,C ,96745,27-11
2020-11-28,25.0,32.6,28.5,79.0,9.0,3.7,3.0,30.0,1.0,C ,96745,28-11
2020-11-29,26.0,32.8,28.4,74.0,0.2,2.2,9.0,250.0,4.0,W ,96745,29-11
2020-11-30,25.2,32.0,27.8,76.0,1.0,1.5,6.0,260.0,2.0,C ,96745,30-11
2020-12-01,26.2,34.0,29.4,70.0,,1.0,7.0,250.0,2.0,C ,96745,01-12
2020-12-02,,33.8,29.4,70.0,,5.0,6.0,330.0,2.0,NW,96745,02-12
2020-12-03,24.4,30.4,26.9,79.0,5.0,7.5,4.0,320.0,1.0,C ,96745,03-12
2020-12-04,24.4,32.4,27.8,80.0,1.4,0.3,4.0,310.0,1.0,C ,96745,04-12
2020-12-05,26.0,30.2,27.5,80.0,14.4,4.0,6.0,270.0,2.0,C ,96745,05-12
2020-12-06,25.0,28.6,26.0,90.0,32.5,0.5,7.0,320.0,3.0,W ,96745,06-12
2020-12-07,24.2,30.2,26.1,88.0,34.8,0.0,3.0,320.0,1.0,C ,96745,07-12
2020-12-08,24.4,32.2,28.4,78.0,7.2,0.2,4.0,340.0,2.0,W ,96745,08-12
2020-12-09,25.6,32.2,28.9,75.0,9.3,6.2,10.0,270.0,2.0,C ,96745,09-12
2020-12-10,25.0,32.0,27.8,80.0,,3.5,7.0,330.0,2.0,NW,96745,10-12
2020-12-11,26.0,30.4,28.1,80.0,0.4,2.0,8.0,320.0,3.0,W ,96745,11-12
2020-12-12,25.4,32.2,27.7,78.0,4.8,3.3,4.0,300.0,2.0,W ,96745,12-12
2020-12-13,25.6,30.2,27.0,83.0,,2.0,4.0,270.0,1.0,C ,96745,13-12
2020-12-14,25.0,32.2,28.0,76.0,,8.0,5.0,250.0,2.0,W ,96745,14-12
2020-12-15,25.8,32.6,27.7,78.0,,0.4,9.0,270.0,4.0,W ,96745,15-12
2020-12-16,25.4,32.2,28.1,76.0,9.0,1.8,4.0,340.0,2.0,W ,96745,16-12
2020-12-17,24.8,31.8,27.5,79.0,6.0,2.2,5.0,260.0,2.0,W ,96745,17-12
2020-12-18,25.0,31.8,28.3,74.0,,2.4,4.0,260.0,1.0,C ,96745,18-12
2020-12-19,25.4,32.8,28.2,74.0,,2.0,6.0,270.0,3.0,SW,96745,19-12
2020-12-20,25.8,30.8,27.2,81.0,,4.6,5.0,270.0,2.0,W ,96745,20-12
2020-12-21,24.8,29.6,27.4,76.0,4.2,2.4,5.0,290.0,2.0,C ,96745,21-12
2020-12-22,25.6,31.6,28.6,73.0,,0.8,4.0,280.0,2.0,W ,96745,22-12
2020-12-23,25.6,34.8,29.6,65.0,0.0,2.0,7.0,280.0,2.0,W ,96745,23-12
2020-12-24,26.4,33.4,28.9,68.0,0.0,7.0,5.0,300.0,2.0,C ,96745,24-12
2020-12-25,25.8,34.2,29.3,67.0,,4.5,6.0,270.0,1.0,C ,96745,25-12
2020-12-26,,34.4,28.9,70.0,0.7,6.5,7.0,270.0,3.0,W ,96745,26-12
2020-12-27,25.6,32.4,29.4,70.0,,4.8,6.0,330.0,3.0,NW,96745,27-12
2020-12-28,26.4,33.0,29.1,70.0,,7.0,4.0,310.0,3.0,W ,96745,28-12
2020-12-29,26.4,32.0,28.3,73.0,0.0,5.3,9.0,290.0,2.0,C ,96745,29-12
2020-12-30,25.6,32.6,28.0,75.0,,1.5,5.0,270.0,2.0,W ,96745,30-12
2020-12-31,25.6,30.2,26.5,83.0,5.0,0.2,4.0,240.0,1.0,C ,96745,31-12
2010-01-01,26.0,33.6,28.3,74.0,,,6.0,26.0,3.0,SW,96747,01-01
2010-01-02,25.0,34.8,28.2,78.0,34.9,,8.0,24.0,4.0,W ,96747,02-01
2010-01-03,25.6,33.5,28.5,75.0,0.0,,5.0,26.0,4.0,W ,96747,03-01
2010-01-04,26.2,34.0,29.5,70.0,0.0,,8.0,25.0,5.0,SW,96747,04-01
2010-01-05,26.4,34.2,28.6,74.0,,,7.0,25.0,5.0,SW,96747,05-01
2010-01-06,25.1,34.0,28.4,74.0,86.4,,5.0,270.0,4.0,W ,96747,06-01
2010-01-07,24.2,33.3,27.8,76.0,48.4,,5.0,210.0,2.0,,96747,07-01
2010-01-08,24.0,28.6,25.4,93.0,46.1,,4.0,330.0,1.0,,96747,08-01
2010-01-09,23.4,29.8,26.4,86.0,0.0,,4.0,270.0,2.0,,96747,09-01
2010-01-10,25.0,30.0,26.8,86.0,0.0,,4.0,270.0,2.0,W ,96747,10-01
2010-01-11,24.6,32.0,27.5,82.0,2.5,,6.0,240.0,3.0,W ,96747,11-01
2010-01-12,24.0,29.0,26.6,84.0,1.0,,8.0,260.0,4.0,W ,96747,12-01
2010-01-13,24.0,29.6,25.9,86.0,5.0,,5.0,240.0,3.0,W ,96747,13-01
2010-01-14,21.7,28.3,25.1,85.0,61.1,,8.0,240.0,3.0,W ,96747,14-01
2010-01-15,22.3,29.6,25.2,85.0,1.2,,5.0,280.0,2.0,W ,96747,15-01
